scientific_name,park_name,observations
Lewisia triphylla,Yellowstone,271
Cheilanthes lanosa,Yosemite,181
Gaultheria procumbens,Yosemite,147
Mimulus douglasii,Redwood,85
Carex virescens,Great Smoky Mountains,95
Physostegia virginiana,Great Smoky Mountains,75
Anomodon rostratus,Great Smoky Mountains,68
Juncus parryi,Yellowstone,285
Carex platyphylla,Yosemite,122
Schoenoplectus acutus var. occidentalis,Yellowstone,273
Larus philadelphia,Great Smoky Mountains,61
Lycopodium clavatum,Yosemite,155
Campylium chrysophyllum,Yellowstone,245
Rorippa islandica,Yosemite,150
Matelea obliqua,Yosemite,118
Columba livia,Yosemite,142
Cyperus iria,Redwood,101
Phlox ovata,Yosemite,152
Sagina decumbens ssp. occidentalis,Redwood,111
Moxostoma carinatum,Yellowstone,224
Carex hoodii,Redwood,93
Hackelia patens var. patens,Great Smoky Mountains,52
Saxifraga odontoloma,Yellowstone,271
Carex feta,Yellowstone,224
Oxytropis deflexa var. foliolosa,Yellowstone,237
Pycnanthemum virginianum,Yosemite,153
Antennaria corymbosa,Yellowstone,250
Notropis atherinoides,Great Smoky Mountains,62
Corydalis flavula,Yosemite,152
Panicum capillare,Yosemite,161
Puma concolor,Yellowstone,243
Convolvulus arvensis,Yosemite,163
Salix cascadensis,Great Smoky Mountains,83
Lepus townsendii townsendii,Yosemite,123
Elanus leucurus,Great Smoky Mountains,87
Lycopus X sherardii,Great Smoky Mountains,48
Cyprinus carpio,Redwood,107
Gaillardia pulchella,Great Smoky Mountains,62
Zonotrichia leucophrys,Redwood,99
Anomodon viticulosus,Redwood,110
Artemisia ludoviciana ssp. mexicana,Great Smoky Mountains,35
Drummondia prorepens,Yellowstone,236
Cirsium,Redwood,137
Chaenactis glabriuscula var. glabriuscula,Great Smoky Mountains,52
Danthonia spicata,Great Smoky Mountains,56
Desmodium glabellum,Yellowstone,246
Blasia pusilla,Great Smoky Mountains,110
Scirpus lineatus,Great Smoky Mountains,79
Sisyrinchium montanum,Yosemite,137
Glyceria nubigena,Yellowstone,216
Tsuga canadensis,Yosemite,129
Setophaga coronata auduboni,Yellowstone,205
Tympanuchus phasianellus,Great Smoky Mountains,97
Ambystoma maculatum,Yellowstone,233
Sceloporus undulatus hyacinthinus,Redwood,127
Juniperus communis var. depressa,Yellowstone,239
Cygnus buccinator,Yellowstone,213
Viola walteri,Great Smoky Mountains,59
Arctostaphylos viscida ssp. mariposa,Yosemite,150
Cuphea viscosissima,Redwood,116
Silene acaulis var. subacaulescens,Yosemite,139
Puccinellia distans,Great Smoky Mountains,68
Gamochaeta falcata,Redwood,97
Scutellaria elliptica var. elliptica,Great Smoky Mountains,80
Condylura cristata,Great Smoky Mountains,70
Lycopodium hickeyi,Redwood,72
Aeronautes saxatalis,Redwood,95
Hypnum fertile,Redwood,85
Coreopsis tinctoria,Yellowstone,281
Viburnum rufidulum,Yosemite,142
Rubus parviflorus var. parviflorus,Yellowstone,277
Danthonia californica,Yellowstone,274
Rattus norvegicus,Redwood,81
Arnica nevadensis,Yellowstone,239
Solidago gigantea,Great Smoky Mountains,46
Aplodinotus grunniens,Yosemite,160
Loxia leucoptera,Redwood,107
Conoclinium coelestinum,Redwood,73
Carum carvi,Yellowstone,247
Rubus occidentalis,Redwood,105
Carduelis flammea,Yellowstone,206
Centaurea repens,Redwood,130
Fissidens hyalinus,Yosemite,152
Allium brevistylum,Great Smoky Mountains,118
Avena sativa,Redwood,163
Malva moschata,Yosemite,170
Hippuris vulgaris,Yosemite,148
Eleocharis tuberculosa,Redwood,60
Numenius americanus,Yellowstone,251
Hibiscus syriacus,Yellowstone,234
Pseudotriton,Great Smoky Mountains,105
Polygonum lapathifolium,Yellowstone,269
Cryptogramma cascadensis,Great Smoky Mountains,79
Robinia hispida var. kelseyi,Yellowstone,265
Carex albicans var. albicans,Great Smoky Mountains,87
Lobelia puberula,Yosemite,125
Notropis baileyi,Great Smoky Mountains,112
Plegadis chihi,Redwood,103
Anagallis minima,Yosemite,128
Galium tinctorium,Yosemite,180
Najas guadalupensis,Yosemite,111
Salix lutea,Redwood,102
Collinsonia canadensis,Redwood,132
Phyla lanceolata,Yellowstone,223
Comptonia peregrina,Yellowstone,247
Spea bombifrons,Yellowstone,229
Pseudobahia heermannii,Yellowstone,264
Myriophyllum verticillatum,Redwood,119
Hypnum pallescens,Yellowstone,247
Populus alba,Yosemite,120
Glechoma hederacea,Redwood,122
Symphoricarpos albus var. laevigatus,Yosemite,123
Carex sartwelliana,Redwood,81
Sceloporus occidentalis,Redwood,77
Oncorhynchus mykiss,Great Smoky Mountains,61
Viola purpurea ssp. purpurea,Great Smoky Mountains,51
Rubus alumnus,Great Smoky Mountains,62
Helianthus californicus,Yosemite,133
Clethrionomys gapperi,Yellowstone,253
Melica californica,Yosemite,121
Viola canadensis,Great Smoky Mountains,67
Calystegia malacophylla ssp. malacophylla,Yosemite,153
Brothera leana,Redwood,111
Phacelia quickii,Yosemite,154
Oryzomys palustris,Great Smoky Mountains,88
Myotis septentrionalis,Great Smoky Mountains,34
Thermopsis fraxinifolia,Yellowstone,272
Dodecatheon hendersonii,Yosemite,161
Rattus rattus,Great Smoky Mountains,77
Piperia unalascensis,Great Smoky Mountains,111
Ptilagrostis kingii,Great Smoky Mountains,112
Oenothera laciniata,Redwood,85
Setaria parviflora,Yellowstone,268
Eucladium verticillatum,Great Smoky Mountains,85
Tamias speciosus,Redwood,97
Crepis acuminata,Yosemite,116
Streptopelia decaocto,Yosemite,124
Pekania pennanti,Redwood,101
Populus nigra,Redwood,75
Lycopus uniflorus,Redwood,93
Heuchera rubescens var. rydbergiana,Redwood,131
Phalaris arundinacea,Yosemite,114
Symphoricarpos albus var. laevigatus,Redwood,90
Schoenoplectus purshianus,Yellowstone,237
Carex lurida,Great Smoky Mountains,39
Setophaga cerulea,Yosemite,116
Melica californica,Great Smoky Mountains,77
Erigeron,Great Smoky Mountains,80
Ceanothus americanus,Yosemite,125
Rosa arkansana,Redwood,115
Dendroica coronata,Yosemite,166
Solidago juncea,Great Smoky Mountains,46
Thalictrum pubescens,Great Smoky Mountains,71
Sus scrofa,Yosemite,147
Phalaropus fulicarius,Redwood,87
Luzula acuminata var. carolinae,Redwood,105
Prosopium williamsoni,Yosemite,185
Rhynchospora capitellata,Yosemite,147
Castilleja lacera,Redwood,109
Elatine rubella,Redwood,63
Ranunculus hyperboreus,Yosemite,141
Pycnanthemum californicum,Great Smoky Mountains,118
Stuckenia filiformis ssp. occidentalis,Redwood,104
Laportea canadensis,Great Smoky Mountains,69
Crataegus uniflora,Yellowstone,226
Juncus uncialis,Redwood,122
Carex willdenowii,Great Smoky Mountains,72
Achnatherum richardsonii,Redwood,76
Acanthus flammea,Redwood,95
Poa palustris,Yosemite,144
Gymnosteris parvula,Yosemite,146
Prunus angustifolia,Redwood,89
Ursus arctos,Yosemite,130
Stellaria pubera,Yosemite,152
Secale cereale,Yellowstone,257
Elymus hystrix var. hystrix,Yellowstone,234
Hemitremia flammea,Redwood,85
Viola adunca,Redwood,98
Felis concolor,Yellowstone,284
Cephalanthera austiniae,Redwood,141
Aster occidentalis var. yosemitanus,Yosemite,114
Carex jamesii,Redwood,123
Lepidium ramosissimum var. bourgeauanum,Redwood,91
Krigia biflora,Yellowstone,240
Nyctanassa violacea,Great Smoky Mountains,100
Carex gracilescens,Yellowstone,252
Pseudoroegneria spicata,Yellowstone,257
Calamospiza melanocorys,Yellowstone,233
Quercus palustris,Redwood,117
Platanthera clavellata,Great Smoky Mountains,77
Corynorhinus townsendii,Yellowstone,240
Kalmia latifolia,Yellowstone,233
Mahonia bealei,Yellowstone,237
Thalictrum fendleri var. polycarpum,Great Smoky Mountains,55
Centaurea melitensis,Redwood,78
Crataegus calpodendron,Yellowstone,241
Saxifraga nidifica,Yellowstone,239
Agrostemma githago,Redwood,92
Trisetum spicatum,Great Smoky Mountains,54
Hookeria acutifolia,Redwood,94
Solanum triflorum,Yellowstone,246
Columba livia,Redwood,96
Carex limosa,Yellowstone,234
Eragrostis pilosa,Redwood,92
Selaginella apoda,Yosemite,109
Urtica dioica ssp. holosericea,Yosemite,177
Prenanthes serpentaria,Yosemite,131
Chamaecrista fasciculata var. fasciculata,Yellowstone,262
Trillium angustipetalum,Yellowstone,277
Sphagnum palustre,Redwood,80
Trifolium arvense,Great Smoky Mountains,104
Platanthera peramoena,Redwood,61
Orthilia secunda,Redwood,106
Trifolium obtusiflorum,Redwood,90
Ailanthus altissima,Yellowstone,273
Iliamna rivularis,Yosemite,152
Percina aurantiaca,Great Smoky Mountains,61
Corallorrhiza maculata,Redwood,128
Castilleja linariifolia,Yellowstone,236
Carex concinna,Yosemite,173
Isoetes echinospora,Yosemite,123
Lepidium densiflorum,Yosemite,101
Calamagrostis rubescens,Redwood,96
Dichanthelium scabriusculum,Yellowstone,257
Bromus japonicus,Redwood,85
Plantago virginica,Yellowstone,228
Woodsia oregana,Redwood,83
Thelypodium paniculatum,Yosemite,130
Lotus oblongifolius var. oblongifolius,Yosemite,129
Crassula solierii,Great Smoky Mountains,63
Alopecurus arundinaceus,Great Smoky Mountains,100
Alopecurus carolinianus,Redwood,140
Ruellia strepens,Redwood,97
Sorbus aucuparia,Yellowstone,268
Saxifraga tolmiei,Yosemite,146
Epipactis gigantea,Yosemite,137
Grayia spinosa,Great Smoky Mountains,66
Plegadis falcinellus,Yosemite,181
Salix planifolia,Redwood,104
Scutellaria elliptica,Great Smoky Mountains,57
Betula papyrifera var. cordifolia,Great Smoky Mountains,39
Pinus monticola,Redwood,103
Carex brainerdii,Redwood,85
Aesculus flava,Great Smoky Mountains,73
Aegolius funereus,Great Smoky Mountains,82
Rumex crispus,Yosemite,176
Mimulus bolanderi,Great Smoky Mountains,40
Sorex monticolus,Yosemite,178
Agrimonia microcarpa,Yellowstone,254
Sceloporus graciosus graciosus,Redwood,81
Lomatium dissectum var. multifidum,Great Smoky Mountains,67
Spiranthes tuberosa,Redwood,114
Piptochaetium avenaceum,Yosemite,144
Angelica lineariloba,Great Smoky Mountains,78
Eriophyllum nubigenum,Yellowstone,234
Hypericum virgatum,Great Smoky Mountains,65
Adlumia fungosa,Yosemite,144
Plagiobothrys scouleri var. hispidulus,Redwood,79
Orthodontium pellucens,Redwood,72
Myosotis macrosperma,Redwood,108
Nerodia sipedon sipedon,Yosemite,160
Etheostoma simoterum,Redwood,137
Tyrannus forficata,Yellowstone,263
Pyrus communis,Redwood,90
Triosteum perfoliatum,Redwood,121
Trichomanes boschianum,Redwood,74
Pseudacris brachyphona,Great Smoky Mountains,96
Polystichum kruckebergii,Yellowstone,213
Salix humilis var. humilis,Redwood,78
Cystopteris tennesseensis,Yellowstone,239
Holcus lanatus,Yellowstone,262
Sphenopholis intermedia,Yosemite,166
Descurainia incana,Yosemite,141
Dodecatheon alpinum,Yellowstone,206
Triteleia montana,Yellowstone,272
Veronicastrum virginicum,Yellowstone,250
Pseudotaxiphyllum distichaceum,Great Smoky Mountains,50
Ceratodon purpureus,Great Smoky Mountains,56
Senecio clarkianus,Yellowstone,235
Salvia urticifolia,Great Smoky Mountains,81
Carex platylepis,Redwood,100
Nepeta cataria,Redwood,116
Campylium polygamum,Redwood,62
Trifolium incarnatum,Redwood,66
Diarrhena americana,Great Smoky Mountains,83
Gilia capitata ssp. mediomontana,Yellowstone,216
Pandion haliaetus,Yosemite,148
Lepomis microlophus,Yosemite,156
Thlaspi perfoliatum,Yosemite,130
Phoradendron juniperinum,Yosemite,153
Zonotrichia leucophrys oriantha,Great Smoky Mountains,123
Malva sylvestris,Yellowstone,247
Echinochloa muricata var. muricata,Yosemite,162
Phlox carolina ssp. alta,Yosemite,152
Phacelia platyloba,Yellowstone,239
Sicyos angulatus,Great Smoky Mountains,73
Salix discolor,Great Smoky Mountains,117
Lupinus argenteus var. laxiflorus,Redwood,93
Salix lemmonii,Redwood,95
Carex jonesii,Redwood,100
Asclepias quadrifolia,Yosemite,179
Lomatium macrocarpum,Great Smoky Mountains,69
Solidago bicolor,Yosemite,160
Veronica cusickii,Yellowstone,250
Torreyochloa pallida var. pauciflora,Yosemite,139
Agalinis setacea,Redwood,116
Mielichhoferia mielichhoferiana,Yosemite,150
Dryocopus pileatus,Great Smoky Mountains,60
Selaginella densa var. densa,Redwood,103
Gallinago gallinago,Great Smoky Mountains,66
Calidris minutilla,Great Smoky Mountains,91
Hygrohypnum eugyrium,Redwood,116
Cerastium brachypetalum,Great Smoky Mountains,54
Mycteria americana,Great Smoky Mountains,54
Trematodon longicollis,Yosemite,146
Weigela florida,Yellowstone,242
Dryopteris expansa,Yellowstone,246
Dryopteris celsa,Redwood,61
Stephanomeria tenuifolia,Yellowstone,279
Philonotis fontana var. pumila,Great Smoky Mountains,53
Phacelia purpusii,Yosemite,132
Myrica hartwegii,Yellowstone,236
Houstonia longifolia var. tenuifolia,Yellowstone,254
Taraxacum laevigatum,Great Smoky Mountains,73
Polytrichum appalachianum,Great Smoky Mountains,84
Carex retroflexa,Great Smoky Mountains,114
Desmodium rotundifolium,Redwood,86
Semotilus atromaculatus,Redwood,94
Angelica arguta,Yosemite,120
Cardaria pubescens,Yellowstone,254
Actitis macularius,Great Smoky Mountains,87
Luxilus coccogenis,Redwood,123
Crepis pulchra,Great Smoky Mountains,74
Viola X primulifolia,Yosemite,174
Mimulus alatus,Yellowstone,236
Vulpia octoflora,Redwood,90
Carex squarrosa,Yosemite,124
Cerastium glomeratum,Yellowstone,264
Carex brainerdii,Yosemite,169
Amelanchier canadensis,Redwood,71
Carex senta,Redwood,114
Dendroica virens,Redwood,109
Juncus regelii,Yosemite,139
Festuca subverticillata,Yosemite,100
Sedum spectabile,Yellowstone,289
Sarcobatus vermiculatus,Yellowstone,233
Potentilla argentea,Great Smoky Mountains,82
Erysimum inconspicuum,Great Smoky Mountains,47
Anemone drummondii,Yellowstone,257
Vulpes vulpes necator,Redwood,109
Vicia americana var. minor,Yellowstone,242
Crepis tectorum,Great Smoky Mountains,71
Pinus contorta var. latifolia,Great Smoky Mountains,84
Achnatherum latiglume,Redwood,92
Carex gravida var. lunelliana,Great Smoky Mountains,52
Elaeagnus umbellata,Redwood,102
Polytrichum appalachianum,Redwood,126
Montia parvifolia,Yellowstone,298
Clarkia unguiculata,Redwood,79
Potamogeton obtusifolius,Yellowstone,265
Osmorhiza claytonii,Yellowstone,258
Carex communis var. amplisquama,Yosemite,163
Apocynum cannabinum,Yellowstone,254
Agrostis thurberiana,Redwood,105
Galium aparine,Yosemite,134
Lanius excubitor,Yosemite,193
Phoenicaulis cheiranthoides,Redwood,71
Filipendula rubra,Redwood,62
Picea rubens,Redwood,108
Erigeron gracilis,Yellowstone,221
Carex fissuricola,Redwood,121
Toxicodendron rydbergii,Yellowstone,243
Lithocarpus densiflorus var. echinoides,Redwood,96
Deschampsia cespitosa ssp. cespitosa,Yosemite,172
Marah watsonii,Yosemite,130
Phaeoceros laevis,Yellowstone,249
Lysimachia lanceolata,Great Smoky Mountains,74
Veronica verna,Great Smoky Mountains,103
Viola blanda var. blanda,Yosemite,175
Oryzomys palustris palustris,Redwood,124
Galax urceolata,Yellowstone,233
Ilex verticillata,Redwood,125
Cynoglossum officinale,Great Smoky Mountains,79
Loxia leucoptera,Great Smoky Mountains,54
Sphyrapicus varius,Redwood,105
Psaltriparus minimus,Yellowstone,267
Lemna turionifera,Yellowstone,222
Aruncus dioicus,Yellowstone,240
Mertensia alpina,Yellowstone,230
Campanula rotundifolia,Yosemite,129
Vicia villosa ssp. varia,Redwood,111
Lepomis macrochirus,Yosemite,168
Herniaria hirsuta ssp. cinerea,Yellowstone,301
Megascops kennicottii,Great Smoky Mountains,70
Glyceria striata,Redwood,99
Pinus ponderosa,Yosemite,122
Equisetum arvense,Great Smoky Mountains,81
Cruciata pedemontana,Great Smoky Mountains,85
Dicentra uniflora,Yellowstone,245
Juncus xiphioides,Redwood,114
Setophaga striata,Yosemite,151
Antennaria parvifolia,Yosemite,149
Carex tompkinsii,Yellowstone,240
Calamagrostis stricta ssp. inexpansa,Yellowstone,259
Parietaria pensylvanica,Great Smoky Mountains,48
Rugelia nudicaulis,Redwood,93
Bromus anomalus,Redwood,77
Paraleucobryum longifolium,Great Smoky Mountains,74
Sorex palustris,Yosemite,160
Zygodon viridissimus,Great Smoky Mountains,71
Vinca major,Yosemite,161
Sternotherus odoratus,Redwood,84
Potentilla canadensis,Yosemite,117
Polygonum persicaria,Yosemite,137
Ephemerum spinulosum,Yellowstone,287
Bromus orcuttianus,Great Smoky Mountains,74
Didymodon fallax,Great Smoky Mountains,81
Liatris spicata,Redwood,114
Madia elegans ssp. vernalis,Yosemite,165
Pseudotsuga menziesii var. glauca,Redwood,81
Smilax herbacea,Redwood,126
Piperia unalascensis,Redwood,48
Melanitta fusca,Great Smoky Mountains,114
Iliamna rivularis,Redwood,79
Cryptantha ambigua,Great Smoky Mountains,96
Gayophytum ramosissimum,Yellowstone,264
Sayornis nigricans,Yellowstone,246
Parthenocissus vitacea,Great Smoky Mountains,67
Anthriscus caucalis,Redwood,100
Elymus virginicus var. virginicus,Yellowstone,264
Calypogeja neesiana,Yellowstone,272
Athyrium filix-femina ssp. asplenioides,Redwood,84
Stuckenia vaginata,Yosemite,144
Linanthus ciliatus,Great Smoky Mountains,100
Castilleja nana,Yellowstone,220
Chaenactis alpigena,Yellowstone,243
Anemone virginiana,Yosemite,145
Astragalus congdonii,Redwood,121
Zigadenus paniculatus,Redwood,130
Potentilla diversifolia var. perdissecta,Great Smoky Mountains,72
Festuca rubra,Great Smoky Mountains,92
Helianthus microcephalus,Redwood,110
Hedera helix,Great Smoky Mountains,82
Allium amplectens,Yellowstone,239
Clitoria mariana,Yellowstone,244
Ranunculus gmelinii,Yosemite,174
Sylvilagus bachmani,Redwood,118
Lophocolea muricata,Great Smoky Mountains,35
Sedum ternatum,Yosemite,144
Cheilanthes intertexta,Great Smoky Mountains,92
Clarkia australis,Yosemite,127
Sabatia campanulata,Yosemite,169
Erythronium umbilicatum ssp. umbilicatum,Yosemite,155
Mimulus nanus,Great Smoky Mountains,85
Andropogon gyrans var. gyrans,Redwood,111
Panicum anceps,Redwood,121
Fissidens exilis,Great Smoky Mountains,105
Lunaria annua,Great Smoky Mountains,95
Corylus americana,Yosemite,95
Rhynchospora glomerata,Yellowstone,269
Hylocomium splendens,Yosemite,144
Minuartia rubella,Yosemite,153
Ligustrum vulgare,Yosemite,144
Mimulus primuloides,Yosemite,146
Potamogeton friesii,Redwood,109
Rosa wichuraiana,Yellowstone,222
Plagiothecium denticulatum,Great Smoky Mountains,33
Callicladium haldanianum,Redwood,86
Linanthus bicolor,Yellowstone,261
Psilocarphus brevissimus var. brevissimus,Great Smoky Mountains,72
Zannichellia palustris,Yellowstone,247
Aquilegia canadensis,Great Smoky Mountains,80
Lysimachia thyrsiflora,Yellowstone,228
Polygala verticillata var. verticillata,Yosemite,140
Cicuta maculata,Redwood,74
Poa fendleriana ssp. longiligula,Redwood,112
Carex brunnescens,Great Smoky Mountains,73
Castilleja tenuis,Yosemite,190
Rana pipiens,Yellowstone,263
Pleuricospora fimbriolata,Great Smoky Mountains,42
Platanthera dilatata var. dilatata,Redwood,85
Graptemys geographica,Redwood,102
Mimulus suksdorfii,Redwood,88
Dendroica caerulescens,Redwood,94
Malva moschata,Yellowstone,275
Tradescantia ohiensis,Yosemite,160
Setophaga discolor,Redwood,97
Erigeron inornatus var. inornatus,Great Smoky Mountains,89
Hylocichla mustelina,Yellowstone,230
Cardamine pensylvanica,Redwood,82
Eumops perotis,Great Smoky Mountains,40
Ophioglossum pusillum,Yosemite,142
Ameiurus melas,Yellowstone,265
Myioborus pictus,Yellowstone,269
Juncus debilis,Great Smoky Mountains,89
Carex disperma,Yellowstone,302
Fagopyrum vulgare,Great Smoky Mountains,108
Brassica juncea,Yellowstone,250
Erigeron peregrinus,Great Smoky Mountains,47
Alcea rosea,Yosemite,128
Boykinia major,Redwood,105
Glyceria striata,Great Smoky Mountains,60
Dichanthelium acuminatum var. acuminatum,Yellowstone,225
Amelanchier alnifolia var. alnifolia,Yellowstone,267
Calystegia malacophylla ssp. malacophylla,Redwood,103
Juncus covillei var. obtusatus,Redwood,71
Liquidambar styraciflua,Yellowstone,267
Eucephalus engelmannii,Yosemite,154
Taraxacum ceratophorum,Great Smoky Mountains,84
Thamnophis elegans elegans,Yosemite,150
Pipilo erythrophthalmus,Yosemite,140
Gratiola virginiana,Redwood,113
